,la,esperanto
ĉi,tiu,esperanto
tiu,angulo,esperanto
angulo,ni,esperanto
ni,starigu,esperanto
starigu,ilin—ne,esperanto
ilin—ne,ne,esperanto
ne,antaŭ,esperanto
antaŭ,ĉio,esperanto
ĉio,necesas,esperanto
necesas,kunligi,esperanto
kunligi,ilin,esperanto
ilin,alie,esperanto
alie,ni,esperanto
ni,ne,esperanto
ne,atingos,esperanto
atingos,la,esperanto
la,fenestron—vi,esperanto
fenestron—vi,ne,esperanto
ne,ĝenu,esperanto
ĝenu,vin,esperanto
vin,ili,esperanto
ili,jam,esperanto
jam,sufiĉe,esperanto
sufiĉe,taŭgas—vi,esperanto
taŭgas—vi,bil,esperanto
bil,ekkaptu,esperanto
ekkaptu,ĉi,esperanto
ĉi,tiun,esperanto
tiun,ŝnuron—ĉu,esperanto
ŝnuron—ĉu,la,esperanto
la,tegmento,esperanto
tegmento,subtenos,esperanto
subtenos,la,esperanto
la,premon—gardu,esperanto
premon—gardu,vin,esperanto
vin,jen,esperanto
jen,malfiksiĝinta,esperanto
malfiksiĝinta,ardezaĵo—ho,esperanto
ardezaĵo—ho,ĝi,esperanto
ĝi,jam,esperanto
jam,falas,esperanto
falas,gardu,esperanto
gardu,la,esperanto
la,kapojn,esperanto
kapojn,sube—laŭta,esperanto
sube—laŭta,frakaso—nu,esperanto
frakaso—nu,kiu,esperanto
kiu,fuŝis,esperanto
fuŝis,tion—mi,esperanto
tion—mi,kredas,esperanto
kredas,ke,esperanto
ke,bil—kiu,esperanto
bil—kiu,devas,esperanto
devas,derampi,esperanto
derampi,la,esperanto
la,kamentubon—ne,esperanto
kamentubon—ne,mi,esperanto
mi,ne,esperanto
ne,volas,esperanto
volas,vi,esperanto
vi,rampu,esperanto
rampu,mem—tion,esperanto
mem—tion,ne,esperanto
ne,mi,esperanto
mi,bil,esperanto
bil,devas—bil,esperanto
devas—bil,la,esperanto
la,mastro,esperanto
mastro,ordonas,esperanto
ordonas,ke,esperanto
ke,vi,esperanto
vi,derampu,esperanto
derampu,do,esperanto
do,bil,esperanto
bil,devas,esperanto
devas,derampi,esperanto
derampi,la,esperanto
la,kamentubon,esperanto
kamentubon,pensis,esperanto
pensis,alicio,esperanto
alicio,ĉiujn,esperanto
ĉiujn,malagrablaĵojn,esperanto
malagrablaĵojn,oni,esperanto
oni,trudas,esperanto
trudas,al,esperanto
al,bil,esperanto
bil,mi,esperanto
mi,ne,esperanto
ne,volus,esperanto
volus,esti,esperanto
esti,en,esperanto
en,la,esperanto
la,situacio,esperanto
situacio,de,esperanto
de,sro,esperanto
sro,bil,esperanto
bil,la,esperanto
la,fajrujo,esperanto
fajrujo,estas,esperanto
estas,tre,esperanto
tre,mallarĝa,esperanto
mallarĝa,sed,esperanto
sed,malgraŭ,esperanto
malgraŭ,ĉio,esperanto
ĉio,mi,esperanto
mi,nepre,esperanto
nepre,sukcesos,esperanto
sukcesos,trafi,esperanto
trafi,lin,esperanto
lin,per,esperanto
per,la,esperanto
la,piedo,esperanto
piedo,ŝi,esperanto
ŝi,eltiris,esperanto
eltiris,la,esperanto
la,piedon,esperanto
piedon,kiel,esperanto
kiel,eble,esperanto
eble,pleje,esperanto
pleje,el,esperanto
el,la,esperanto
la,tubo,esperanto
tubo,kaj,esperanto
kaj,atendis,esperanto
atendis,ĝis,esperanto
ĝis,ŝi,esperanto
ŝi,aŭdis,esperanto
aŭdis,tutapude,esperanto
tutapude,en,esperanto
en,la,esperanto
la,tubo,esperanto
tubo,ĉirkaŭgratadon,esperanto
ĉirkaŭgratadon,kaj,esperanto
kaj,rampadon,esperanto
rampadon,de,esperanto
de,iu,esperanto
iu,besteto,esperanto
besteto,kiaspeca,esperanto
kiaspeca,ĝi,esperanto
ĝi,estis,esperanto
estis,ŝi,esperanto
ŝi,el,esperanto
el,la,esperanto
la,sonoj,esperanto
sonoj,ne,esperanto
ne,povis,esperanto
povis,diveni,esperanto
diveni,tiam,esperanto
tiam,dirante,esperanto
dirante,al,esperanto
al,si,esperanto
si,tio,esperanto
tio,nepre,esperanto
nepre,estas,esperanto
estas,bil,esperanto
bil,ŝi,esperanto
ŝi,provfrapis,esperanto
provfrapis,per,esperanto
per,la,esperanto
la,piedo,esperanto
piedo,en,esperanto
en,la,esperanto
la,tubon,esperanto
tubon,kaj,esperanto
kaj,atende,esperanto
atende,aŭskultis,esperanto
aŭskultis,unue,esperanto
unue,ŝi,esperanto
ŝi,aŭdis,esperanto
aŭdis,laŭtan,esperanto
laŭtan,ĥoron,esperanto
ĥoron,jen,esperanto
jen,bil,esperanto
bil,tie,esperanto
tie,supre,esperanto
supre,pafiĝis,esperanto
pafiĝis,el,esperanto
el,tubo,esperanto
tubo,falas,esperanto
falas,teren,esperanto
teren,poste,esperanto
poste,la,esperanto
la,voĉo,esperanto
voĉo,de,esperanto
de,l,esperanto
l,kuniklo,esperanto
kuniklo,diranta,esperanto
diranta,tutsole,esperanto
tutsole,kaptu,esperanto
kaptu,lin,esperanto
lin,vi,esperanto
vi,ĉe,esperanto
ĉe,la,esperanto
la,barilo,esperanto
barilo,sekvis,esperanto
sekvis,unumomenta,esperanto
unumomenta,silento,esperanto
silento,kaj,esperanto
kaj,fine,esperanto
fine,alia,esperanto
alia,konfuza,esperanto
konfuza,voĉaro,esperanto
voĉaro,subtenu,esperanto
subtenu,la,esperanto
la,kapon—brandon,esperanto
kapon—brandon,ne,esperanto
ne,sufoku,esperanto
sufoku,lin—kio,esperanto
lin—kio,al,esperanto
al,vi,esperanto
vi,okazis,esperanto
okazis,kunulo—diru,esperanto
kunulo—diru,al,esperanto
al,ni—,esperanto
ni—,aŭdiĝis,esperanto
aŭdiĝis,responde,esperanto
responde,tre,esperanto
tre,malforta,esperanto
malforta,sibla,esperanto
sibla,voĉo,esperanto
voĉo,jen,esperanto
jen,la,esperanto
la,voĉo,esperanto
voĉo,de,esperanto
de,bil,esperanto
bil,pensis,esperanto
pensis,alicio,esperanto
alicio,nu,esperanto
nu,apenaŭ,esperanto
apenaŭ,mi,esperanto
mi,scias—ne,esperanto
scias—ne,pli,esperanto
pli,dankojn—jam,esperanto
dankojn—jam,mi,esperanto
mi,refortiĝas—mi,esperanto
refortiĝas—mi,estas,esperanto
estas,tro,esperanto
tro,konfuzita,esperanto
konfuzita,por,esperanto
por,rakonti—io—kvazaŭ,esperanto
rakonti—io—kvazaŭ,risorte—atakis,esperanto
risorte—atakis,min—kaj,esperanto
min—kaj,mi,esperanto
mi,pafiĝis,esperanto
pafiĝis,supren,esperanto
supren,kiel,esperanto
kiel,raketo—jen,esperanto
raketo—jen,ĉio,esperanto
ĉio,tute,esperanto
tute,vere,esperanto
vere,ni,esperanto
ni,ja,esperanto
ja,vidis,esperanto
vidis,vin,esperanto
vin,diris,esperanto
diris,la,esperanto
la,aliaj,esperanto
aliaj,ni,esperanto
ni,devas,esperanto
devas,ekbruligi,esperanto
ekbruligi,la,esperanto
la,domon,esperanto
domon,diris,esperanto
diris,la,esperanto
la,voĉo,esperanto
voĉo,de,esperanto
de,l,esperanto
l,kuniklo,esperanto
kuniklo,alicio,esperanto
alicio,tuj,esperanto
tuj,ekkriis,esperanto
ekkriis,kiel,esperanto
kiel,eble,esperanto
eble,plej,esperanto
plej,laŭte,esperanto
laŭte,se,esperanto
se,vi,esperanto
vi,tion,esperanto
tion,atencos,esperanto
atencos,mi,esperanto
mi,instigos,esperanto
instigos,kontraŭ,esperanto
kontraŭ,vi,esperanto
vi,dajnan,esperanto
dajnan,sekvis,esperanto
sekvis,tuja,esperanto
tuja,kaj,esperanto
kaj,plena,esperanto
plena,silento,esperanto
silento,kion,esperanto
kion,nun,esperanto
nun,ili,esperanto
ili,faros,esperanto
faros,pensis,esperanto
pensis,alicio,esperanto
alicio,laŭ,esperanto
laŭ,ŝi,esperanto
ŝi,la,esperanto
la,plej,esperanto
plej,prudenta,esperanto
prudenta,rimedo,esperanto
rimedo,estus,esperanto
estus,forpreni,esperanto
forpreni,la,esperanto
la,tegmenton,esperanto
tegmenton,post,esperanto
post,unu,esperanto
unu,du,esperanto
du,momentoj,esperanto
momentoj,denove,esperanto
denove,komencis,esperanto
komencis,ĉirkaŭmoviĝo,esperanto
ĉirkaŭmoviĝo,kaj,esperanto
kaj,la,esperanto
la,kuniklo,esperanto
kuniklo,aŭdigis,esperanto
aŭdigis,sin,esperanto
sin,dirante,esperanto
dirante,sufiĉos,esperanto
sufiĉos,por,esperanto
por,komenco,esperanto
komenco,unu,esperanto
unu,plena,esperanto
plena,puŝĉaro,esperanto
puŝĉaro,plena,esperanto
plena,puŝĉaro,esperanto
puŝĉaro,da,esperanto
da,kio,esperanto
kio,pensis,esperanto
pensis,alicio,esperanto
alicio,tiu,esperanto
tiu,dubo,esperanto
dubo,ne,esperanto
ne,daŭris,esperanto
daŭris,longe,esperanto
longe,ĉar,esperanto
ĉar,en,esperanto
en,tiu,esperanto
tiu,sama,esperanto
sama,momento,esperanto
momento,enŝutiĝis,esperanto
enŝutiĝis,tra,esperanto
tra,la,esperanto
la,fenestro,esperanto
fenestro,kun,esperanto
kun,kvazaŭhajla,esperanto
kvazaŭhajla,bruo,esperanto
bruo,amaso,esperanto
amaso,da,esperanto
da,ŝtonetoj,esperanto
ŝtonetoj,kaj,esperanto
kaj,kelkaj,esperanto
kelkaj,el,esperanto
el,ili,esperanto
ili,eĉ,esperanto
eĉ,frapis,esperanto
frapis,al,esperanto
al,ŝi,esperanto
ŝi,la,esperanto
la,vizaĝon,esperanto
vizaĝon,ŝi,esperanto
ŝi,diris,esperanto
diris,al,esperanto
al,si,esperanto
si,tion,esperanto
tion,mi,esperanto
mi,tuj,esperanto
tuj,ĉesigos,esperanto
ĉesigos,kaj,esperanto
kaj,aldonis,esperanto
aldonis,laŭte,esperanto
laŭte,se,esperanto
se,vi,esperanto
vi,ree,esperanto
ree,faros,esperanto
faros,tion,esperanto
tion,mi,esperanto
mi,dajnan,esperanto
dajnan,denove,esperanto
denove,la,esperanto
la,tuja,esperanto
tuja,kaj,esperanto
kaj,plena,esperanto
plena,silento,esperanto
silento,alicio,esperanto
alicio,surprize,esperanto
surprize,rimarkis,esperanto
rimarkis,ke,esperanto
ke,la,esperanto
la,ŝtonetoj,esperanto
ŝtonetoj,kuŝantaj,esperanto
kuŝantaj,sur,esperanto
sur,la,esperanto
la,planko,esperanto
planko,ĉiuj,esperanto
ĉiuj,ŝanĝiĝas,esperanto
ŝanĝiĝas,en,esperanto
en,kuketojn,esperanto
kuketojn,kaj,esperanto
kaj,venis,esperanto
venis,en,esperanto
en,sian,esperanto
sian,kapon,esperanto
kapon,la,esperanto
la,feliĉa,esperanto
feliĉa,ideo,esperanto
ideo,se,esperanto
se,mi,esperanto
mi,manĝos,esperanto
manĝos,unu,esperanto
unu,el,esperanto
el,tiuj,esperanto
tiuj,kuketoj,esperanto
kuketoj,nepre,esperanto
nepre,okazos,esperanto
okazos,al,esperanto
al,mi,esperanto
mi,iuspeca,esperanto
iuspeca,korpŝanĝo,esperanto
korpŝanĝo,kaj,esperanto
kaj,ĉar,esperanto
ĉar,nun,esperanto
nun,tia,esperanto
tia,ŝanĝo,esperanto
ŝanĝo,neniel,esperanto
neniel,povas,esperanto
povas,kreskigi,esperanto
kreskigi,min,esperanto
min,sekvas,esperanto
sekvas,ke,esperanto
ke,la,esperanto
la,efiko,esperanto
efiko,estos,esperanto
estos,malkreskiga,esperanto
malkreskiga,ŝi,esperanto
ŝi,do,esperanto
do,englutis,esperanto
englutis,unu,esperanto
unu,kaj,esperanto
kaj,kun,esperanto
kun,granda,esperanto
granda,ĝojo,esperanto
ĝojo,konstatis,esperanto
konstatis,ke,esperanto
ke,ŝi,esperanto
ŝi,tuj,esperanto
tuj,komencas,esperanto
komencas,malkreski,esperanto
malkreski,tuj,esperanto
tuj,kiam,esperanto
kiam,ŝi,esperanto
ŝi,estis,esperanto
estis,sufiĉe,esperanto
sufiĉe,malalta,esperanto
malalta,por,esperanto
por,trairi,esperanto
trairi,la,esperanto
la,pordon,esperanto
pordon,ŝi,esperanto
ŝi,forkuris,esperanto
forkuris,el,esperanto
el,la,esperanto
la,domo,esperanto
domo,kaj,esperanto
kaj,trovis,esperanto
trovis,ke,esperanto
ke,granda,esperanto
granda,aro,esperanto
aro,da,esperanto
da,malgrandaj,esperanto
malgrandaj,birdoj,esperanto
birdoj,kaj,esperanto
kaj,bestoj,esperanto
bestoj,staras,esperanto
staras,ekstere,esperanto
ekstere,atendante,esperanto
atendante,ŝin,esperanto
ŝin,la,esperanto
la,kompatinda,esperanto
kompatinda,lacerto,esperanto
lacerto,bil,esperanto
bil,sidis,esperanto
sidis,en,esperanto
en,la,esperanto
la,mezo,esperanto
mezo,subtenate,esperanto
subtenate,de,esperanto
de,du,esperanto
du,kobajoj,esperanto
kobajoj,kiuj,esperanto
kiuj,donas,esperanto
donas,al,esperanto
al,li,esperanto
li,trinkaĵon,esperanto
trinkaĵon,el,esperanto
el,boteleto,esperanto
boteleto,ĉiuj,esperanto
ĉiuj,sin,esperanto
sin,ĵetis,esperanto
ĵetis,al,esperanto
al,alicio,esperanto
alicio,sed,esperanto
sed,ŝi,esperanto
ŝi,forkuris,esperanto
forkuris,kiel,esperanto
kiel,eble,esperanto
eble,plej,esperanto
plej,rapide,esperanto
rapide,kaj,esperanto
kaj,baldaŭ,esperanto
baldaŭ,trovis,esperanto
trovis,sin,esperanto
sin,staranta,esperanto
staranta,sekure,esperanto
sekure,en,esperanto
en,densa,esperanto
densa,arbaro,esperanto
arbaro,kaj,esperanto
kaj,nun,esperanto
nun,diris,esperanto
diris,al,esperanto
al,si,esperanto
si,alicio,esperanto
alicio,ĉirkaŭvaganta,esperanto
ĉirkaŭvaganta,en,esperanto
en,la,esperanto
la,arbaro,esperanto
arbaro,la,esperanto
la,unua,esperanto
unua,celo,esperanto
celo,kompreneble,esperanto
kompreneble,estas,esperanto
estas,rekreski,esperanto
rekreski,ĝis,esperanto
ĝis,la,esperanto
la,ordinara,esperanto
ordinara,grandeco,esperanto
grandeco,kaj,esperanto
kaj,la,esperanto
la,dua,esperanto
dua,estas,esperanto
estas,trovi,esperanto
trovi,la,esperanto
la,vojon,esperanto
vojon,en,esperanto
en,tiun,esperanto
tiun,belan,esperanto
belan,ĝardenon,esperanto
ĝardenon,sendube,esperanto
sendube,tre,esperanto
tre,bona,esperanto
bona,plano,esperanto
plano,sed,esperanto
sed,bedaŭrinde,esperanto
bedaŭrinde,ŝi,esperanto
ŝi,ne,esperanto
ne,havis,esperanto
havis,eĉ,esperanto
eĉ,la,esperanto
la,plej,esperanto
plej,malgrandan,esperanto
malgrandan,ideon,esperanto
ideon,kiamaniere,esperanto
kiamaniere,ŝi,esperanto
ŝi,devos,esperanto
devos,plenumi,esperanto
plenumi,ĝin,esperanto
ĝin,dum,esperanto
dum,ŝi,esperanto
ŝi,serĉe,esperanto
serĉe,esploris,esperanto
esploris,inter,esperanto
inter,la,esperanto
la,arboj,esperanto
arboj,akra,esperanto
akra,hundbojo,esperanto
hundbojo,altiris,esperanto
altiris,ŝian,esperanto
ŝian,atenton,esperanto
atenton,jen,esperanto
jen,grandega,esperanto
grandega,hundido,esperanto
hundido,de,esperanto
de,alte,esperanto
alte,rigardis,esperanto
rigardis,sur,esperanto
sur,ŝin,esperanto
ŝin,el,esperanto
el,grandaj,esperanto
grandaj,rondaj,esperanto
rondaj,okuloj,esperanto
okuloj,kaj,esperanto
kaj,malvigle,esperanto
malvigle,etendis,esperanto
etendis,unu,esperanto
unu,piedon,esperanto
piedon,por,esperanto
por,tuŝi,esperanto
tuŝi,ŝin,esperanto
ŝin,ho,esperanto
ho,vi,esperanto
vi,dorlotaĵeto,esperanto
dorlotaĵeto,diris,esperanto
diris,ŝi,esperanto
ŝi,en,esperanto
en,sia,esperanto
sia,plej,esperanto
plej,dorlota,esperanto
dorlota,voĉo,esperanto
voĉo,kaj,esperanto
kaj,penis,esperanto
penis,fajfi,esperanto
fajfi,al,esperanto
al,ĝi,esperanto
ĝi,sed,esperanto
sed,interne,esperanto
interne,ŝi,esperanto
ŝi,tre,esperanto
tre,timis,esperanto
timis,pensante,esperanto
pensante,ke,esperanto
ke,ĝi,esperanto
ĝi,eble,esperanto
eble,estas,esperanto
estas,malsata,esperanto
malsata,kaj,esperanto
kaj,en,esperanto
en,tiu,esperanto
tiu,okazo,esperanto
okazo,povas,esperanto
povas,formanĝi,esperanto
formanĝi,ŝin,esperanto
ŝin,malgraŭ,esperanto
malgraŭ,la,esperanto
la,dorloto,esperanto
dorloto,apenaŭ,esperanto
apenaŭ,konsciante,esperanto
konsciante,kion,esperanto
kion,ŝi,esperanto
ŝi,faras,esperanto
faras,ŝi,esperanto
ŝi,levis,esperanto
levis,malgrandan,esperanto
malgrandan,branĉeton,esperanto
branĉeton,kaj,esperanto
kaj,tenis,esperanto
tenis,ĝin,esperanto
ĝin,antaŭ,esperanto
antaŭ,la,esperanto
la,hundido,esperanto
hundido,kiu,esperanto
kiu,tuj,esperanto
tuj,saltis,esperanto
saltis,en,esperanto
en,la,esperanto
la,aeron,esperanto
aeron,kun,esperanto
kun,laŭta,esperanto
laŭta,ĝojbojo,esperanto
ĝojbojo,kaj,esperanto
kaj,ĵetinte,esperanto
ĵetinte,sin,esperanto
sin,sur,esperanto
sur,la,esperanto
la,branĉeto,esperanto
branĉeto,ŝajnigis,esperanto
ŝajnigis,mortskui,esperanto
mortskui,ĝin,esperanto
ĝin,por,esperanto
por,eviti,esperanto
eviti,esti,esperanto
esti,piedpremata,esperanto
piedpremata,alicio,esperanto
alicio,gardis,esperanto
gardis,sin,esperanto
sin,malantaŭ,esperanto
malantaŭ,granda,esperanto
granda,kardo,esperanto
kardo,tuj,esperanto
tuj,kiam,esperanto
kiam,ŝi,esperanto
ŝi,reaperis,esperanto
reaperis,sur,esperanto
sur,la,esperanto
la,alia,esperanto
alia,flanko,esperanto
flanko,branĉeto,esperanto
branĉeto,en,esperanto
en,mano,esperanto
mano,la,esperanto
la,hundido,esperanto
hundido,denove,esperanto
denove,atakis,esperanto
atakis,kaj,esperanto
kaj,pro,esperanto
pro,ĝia,esperanto
ĝia,arda,esperanto
arda,deziro,esperanto
deziro,ĝin,esperanto
ĝin,kapti,esperanto
kapti,tute,esperanto
tute,renversiĝis,esperanto
renversiĝis,alicio,esperanto
alicio,pensante,esperanto
pensante,en,esperanto
en,si,esperanto
si,ke,esperanto
ke,tio,esperanto
tio,estas,esperanto
estas,kvazaŭ,esperanto
kvazaŭ,oni,esperanto
oni,ludus,esperanto
ludus,kun,esperanto
kun,tirĉevalo,esperanto
tirĉevalo,kaj,esperanto
kaj,en,esperanto
en,ĉiu,esperanto
ĉiu,momento,esperanto
momento,atendante,esperanto
atendante,ke,esperanto
ke,ŝi,esperanto
ŝi,estos,esperanto
estos,piedpremata,esperanto
piedpremata,ree,esperanto
ree,ĉirkaŭkuris,esperanto
ĉirkaŭkuris,la,esperanto
la,kardon,esperanto
kardon,la,esperanto
la,hundido,esperanto
hundido,siaparte,esperanto
siaparte,komencis,esperanto
komencis,fari,esperanto
fari,rapide,esperanto
rapide,tutan,esperanto
tutan,serion,esperanto
serion,da,esperanto
da,sinĵetoj,esperanto
sinĵetoj,ĉiufoje,esperanto
ĉiufoje,ĝi,esperanto
ĝi,nur,esperanto
nur,malmulte,esperanto
malmulte,antaŭen,esperanto
antaŭen,kuris,esperanto
kuris,sed,esperanto
sed,multe,esperanto
multe,kuris,esperanto
kuris,malantaŭen,esperanto
malantaŭen,senĉese,esperanto
senĉese,ĝi,esperanto
ĝi,raŭke,esperanto
raŭke,bojadis,esperanto
bojadis,ĝis,esperanto
ĝis,fine,esperanto
fine,ĝi,esperanto
ĝi,sidiĝis,esperanto
sidiĝis,malproksime,esperanto
malproksime,kaj,esperanto
kaj,spiregadis,esperanto
spiregadis,kun,esperanto
kun,lango,esperanto
lango,elpendiĝanta,esperanto
elpendiĝanta,kaj,esperanto
kaj,la,esperanto
la,grandaj,esperanto
grandaj,okuloj,esperanto
okuloj,duonfermitaj,esperanto
duonfermitaj,tiu,esperanto
tiu,momento,esperanto
momento,ŝajnis,esperanto
ŝajnis,al,esperanto
al,alicio,esperanto
alicio,oportuna,esperanto
oportuna,por,esperanto
por,forkuro,esperanto
forkuro,ŝi,esperanto
ŝi,tuj,esperanto
tuj,ekkuris,esperanto
ekkuris,kaj,esperanto
kaj,ne,esperanto
ne,ĉesis,esperanto
ĉesis,kuradi,esperanto
kuradi,ĝis,esperanto
ĝis,ŝi,esperanto
ŝi,sentis,esperanto
sentis,sin,esperanto
sin,laca,esperanto
laca,kaj,esperanto
kaj,spireganta,esperanto
spireganta,kaj,esperanto
kaj,pro,esperanto
pro,la,esperanto
la,longa,esperanto
longa,interspaco,esperanto
interspaco,la,esperanto
la,bojado,esperanto
bojado,fariĝis,esperanto
fariĝis,apenaŭ,esperanto
apenaŭ,aŭdebla,esperanto
aŭdebla,tamen,esperanto
tamen,ĝi,esperanto
ĝi,estis,esperanto
estis,tre,esperanto
tre,bela,esperanto
bela,hundeto,esperanto
hundeto,diris,esperanto
diris,alicio,esperanto
alicio,apogante,esperanto
apogante,sin,esperanto
sin,kontraŭ,esperanto
kontraŭ,ranunkuleto,esperanto
ranunkuleto,por,esperanto
por,ripozi,esperanto
ripozi,kaj,esperanto
kaj,ventumante,esperanto
ventumante,sin,esperanto
sin,per,esperanto
per,unu,esperanto
unu,el,esperanto
el,ĝiaj,esperanto
ĝiaj,folioj,esperanto
folioj,ŝi,esperanto
ŝi,daŭrigis,esperanto
daŭrigis,mi,esperanto
mi,tre,esperanto
tre,volus,esperanto
volus,instrui,esperanto
instrui,al,esperanto
al,ĝi,esperanto
ĝi,lertfaraĵojn,esperanto
lertfaraĵojn,se,esperanto
se,nur,esperanto
nur,mi,esperanto
mi,estus,esperanto
estus,taŭgegranda,esperanto
taŭgegranda,ho,esperanto
ho,preskaŭ,esperanto
preskaŭ,mi,esperanto
mi,forgesis,esperanto
forgesis,ke,esperanto
ke,mi,esperanto
mi,devas,esperanto
devas,rekreski,esperanto
rekreski,mi,esperanto
mi,konsideru,esperanto
konsideru,kion,esperanto
kion,fari,esperanto
fari,mi,esperanto
mi,kredas,esperanto
kredas,ke,esperanto
ke,nepre,esperanto
nepre,estos,esperanto
estos,necese,esperanto
necese,ke,esperanto
ke,mi,esperanto
mi,trinku,esperanto
trinku,aŭ,esperanto
aŭ,manĝu,esperanto
manĝu,ion,esperanto
ion,sed,esperanto
sed,jen,esperanto
jen,la,esperanto
la,ĉefa,esperanto
ĉefa,demando,esperanto
demando,kion,esperanto
kion,trinki,esperanto
trinki,aŭ,esperanto
aŭ,manĝi,esperanto
manĝi,alicio,esperanto
alicio,ĉirkaŭrigardis,esperanto
ĉirkaŭrigardis,sur,esperanto
sur,ĉiujn,esperanto
ĉiujn,florojn,esperanto
florojn,kaj,esperanto
kaj,herbtrunketojn,esperanto
herbtrunketojn,sed,esperanto
sed,nenion,esperanto
nenion,ŝi,esperanto
ŝi,vidis,esperanto
vidis,kiu,esperanto
kiu,havis,esperanto
havis,la,esperanto
la,aspekton,esperanto
aspekton,esti,esperanto
esti,la,esperanto
la,taŭga,esperanto
taŭga,manĝaĵo,esperanto
manĝaĵo,sed,esperanto
sed,jen,esperanto
jen,apud,esperanto
apud,ŝi,esperanto
ŝi,staris,esperanto
staris,granda,esperanto
granda,fungo,esperanto
fungo,egale,esperanto
egale,alta,esperanto
alta,kun,esperanto
kun,ŝi,esperanto
ŝi,mem,esperanto
mem,esplorinte,esperanto
esplorinte,ĝin,esperanto
ĝin,sube,esperanto
sube,kaj,esperanto
kaj,ĉirkaŭe,esperanto
ĉirkaŭe,ŝi,esperanto
ŝi,decidiĝis,esperanto
decidiĝis,esplori,esperanto
esplori,ankaŭ,esperanto
ankaŭ,la,esperanto
la,supron,esperanto
supron,levinte,esperanto
levinte,sin,esperanto
sin,sur,esperanto
sur,la,esperanto
la,piedpintojn,esperanto
piedpintojn,ŝi,esperanto
ŝi,havis,esperanto
havis,la,esperanto
la,okulojn,esperanto
okulojn,ĝuste,esperanto
ĝuste,super,esperanto
super,la,esperanto
la,rando,esperanto
rando,sidantan,esperanto
sidantan,sur,esperanto
sur,la,esperanto
la,supro,esperanto
supro,kun,esperanto
kun,la,esperanto
la,brakoj,esperanto
brakoj,falditaj,esperanto
falditaj,ŝi,esperanto
ŝi,ekvidis,esperanto
ekvidis,grandan,esperanto
grandan,bluhaŭtan,esperanto
bluhaŭtan,raŭpon,esperanto
raŭpon,kiu,esperanto
kiu,serene,esperanto
serene,fumas,esperanto
fumas,longan,esperanto
longan,turkan,esperanto
turkan,pipon,esperanto
pipon,ĉapitro,esperanto
ĉapitro,v,esperanto
v,alicio,esperanto
alicio,ricevas,esperanto
ricevas,admonon,esperanto
admonon,de,esperanto
de,la,esperanto
la,raŭpo,esperanto
raŭpo,tre,esperanto
tre,longan,esperanto
longan,tempon,esperanto
tempon,alicio,esperanto
alicio,kaj,esperanto
kaj,la,esperanto
la,raŭpo,esperanto
raŭpo,silente,esperanto
silente,rigardis,esperanto
rigardis,unu,esperanto
unu,la,esperanto
la,alian,esperanto
alian,fine,esperanto
fine,la,esperanto
la,raŭpo,esperanto
raŭpo,elprenis,esperanto
elprenis,la,esperanto
la,pipon,esperanto
pipon,el,esperanto
el,la,esperanto
la,buŝo,esperanto
buŝo,kaj,esperanto
kaj,alparolis,esperanto
alparolis,ŝin,esperanto
ŝin,per,esperanto
per,malvigla,esperanto
malvigla,dormema,esperanto
dormema,voĉo,esperanto
voĉo,kiu,esperanto
kiu,vi,esperanto
vi,estas,esperanto
estas,ĝi,esperanto
ĝi,diris,esperanto
diris,jen,esperanto
jen,ne,esperanto
ne,tre,esperanto
tre,kuraĝiga,esperanto
kuraĝiga,komenco,esperanto
komenco,alicio,esperanto
alicio,respondis,esperanto
respondis,malsinfide,esperanto
